product,price,quantity,date,region
pink morsel,$3.00 ,529,6/13/2019,north
pink morsel,$3.00 ,573,6/13/2019,south
pink morsel,$3.00 ,529,6/13/2019,east
pink morsel,$3.00 ,591,6/13/2019,west
gold morsel,$9.99 ,596,6/13/2019,north
gold morsel,$9.99 ,570,6/13/2019,south
gold morsel,$9.99 ,535,6/13/2019,east
gold morsel,$9.99 ,547,6/13/2019,west
magenta morsel,$2.50 ,507,6/13/2019,north
magenta morsel,$2.50 ,565,6/13/2019,south
magenta morsel,$2.50 ,526,6/13/2019,east
magenta morsel,$2.50 ,600,6/13/2019,west
chartreuse morsel,$3.00 ,561,6/13/2019,north
chartreuse morsel,$3.00 ,507,6/13/2019,south
chartreuse morsel,$3.00 ,565,6/13/2019,east
chartreuse morsel,$3.00 ,518,6/13/2019,west
periwinkle morsel,$1.25 ,533,6/13/2019,north
periwinkle morsel,$1.25 ,510,6/13/2019,south
periwinkle morsel,$1.25 ,542,6/13/2019,east
periwinkle morsel,$1.25 ,507,6/13/2019,west
vermilion morsel,$4.99 ,536,6/13/2019,north
vermilion morsel,$4.99 ,537,6/13/2019,south
vermilion morsel,$4.99 ,589,6/13/2019,east
vermilion morsel,$4.99 ,578,6/13/2019,west
lapis morsel,$1.99 ,574,6/13/2019,north
lapis morsel,$1.99 ,552,6/13/2019,south
lapis morsel,$1.99 ,592,6/13/2019,east
lapis morsel,$1.99 ,569,6/13/2019,west
pink morsel,$3.00 ,519,6/14/2019,north
pink morsel,$3.00 ,560,6/14/2019,south
pink morsel,$3.00 ,591,6/14/2019,east
pink morsel,$3.00 ,503,6/14/2019,west
gold morsel,$9.99 ,531,6/14/2019,north
gold morsel,$9.99 ,505,6/14/2019,south
gold morsel,$9.99 ,543,6/14/2019,east
gold morsel,$9.99 ,519,6/14/2019,west
magenta morsel,$2.50 ,532,6/14/2019,north
magenta morsel,$2.50 ,515,6/14/2019,south
magenta morsel,$2.50 ,531,6/14/2019,east
magenta morsel,$2.50 ,509,6/14/2019,west
chartreuse morsel,$3.00 ,528,6/14/2019,north
chartreuse morsel,$3.00 ,532,6/14/2019,south
chartreuse morsel,$3.00 ,548,6/14/2019,east
chartreuse morsel,$3.00 ,543,6/14/2019,west
periwinkle morsel,$1.25 ,525,6/14/2019,north
periwinkle morsel,$1.25 ,539,6/14/2019,south
periwinkle morsel,$1.25 ,524,6/14/2019,east
periwinkle morsel,$1.25 ,575,6/14/2019,west
vermilion morsel,$4.99 ,583,6/14/2019,north
vermilion morsel,$4.99 ,561,6/14/2019,south
vermilion morsel,$4.99 ,559,6/14/2019,east
vermilion morsel,$4.99 ,561,6/14/2019,west
lapis morsel,$1.99 ,556,6/14/2019,north
lapis morsel,$1.99 ,504,6/14/2019,south
lapis morsel,$1.99 ,591,6/14/2019,east
lapis morsel,$1.99 ,541,6/14/2019,west
pink morsel,$3.00 ,534,6/15/2019,north
pink morsel,$3.00 ,598,6/15/2019,south
pink morsel,$3.00 ,588,6/15/2019,east
pink morsel,$3.00 ,595,6/15/2019,west
gold morsel,$9.99 ,518,6/15/2019,north
gold morsel,$9.99 ,519,6/15/2019,south
gold morsel,$9.99 ,501,6/15/2019,east
gold morsel,$9.99 ,547,6/15/2019,west
magenta morsel,$2.50 ,527,6/15/2019,north
magenta morsel,$2.50 ,500,6/15/2019,south
magenta morsel,$2.50 ,533,6/15/2019,east
magenta morsel,$2.50 ,512,6/15/2019,west
chartreuse morsel,$3.00 ,579,6/15/2019,north
chartreuse morsel,$3.00 ,592,6/15/2019,south
chartreuse morsel,$3.00 ,547,6/15/2019,east
chartreuse morsel,$3.00 ,523,6/15/2019,west
periwinkle morsel,$1.25 ,575,6/15/2019,north
periwinkle morsel,$1.25 ,547,6/15/2019,south
periwinkle morsel,$1.25 ,592,6/15/2019,east
periwinkle morsel,$1.25 ,510,6/15/2019,west
vermilion morsel,$4.99 ,543,6/15/2019,north
vermilion morsel,$4.99 ,522,6/15/2019,south
vermilion morsel,$4.99 ,562,6/15/2019,east
vermilion morsel,$4.99 ,575,6/15/2019,west
lapis morsel,$1.99 ,548,6/15/2019,north
lapis morsel,$1.99 ,526,6/15/2019,south
lapis morsel,$1.99 ,509,6/15/2019,east
lapis morsel,$1.99 ,511,6/15/2019,west
pink morsel,$3.00 ,554,6/16/2019,north
pink morsel,$3.00 ,521,6/16/2019,south
pink morsel,$3.00 ,557,6/16/2019,east
pink morsel,$3.00 ,511,6/16/2019,west
gold morsel,$9.99 ,543,6/16/2019,north
gold morsel,$9.99 ,589,6/16/2019,south
gold morsel,$9.99 ,582,6/16/2019,east
gold morsel,$9.99 ,501,6/16/2019,west
magenta morsel,$2.50 ,593,6/16/2019,north
magenta morsel,$2.50 ,500,6/16/2019,south
magenta morsel,$2.50 ,547,6/16/2019,east
magenta morsel,$2.50 ,528,6/16/2019,west
chartreuse morsel,$3.00 ,598,6/16/2019,north
chartreuse morsel,$3.00 ,514,6/16/2019,south
chartreuse morsel,$3.00 ,556,6/16/2019,east
chartreuse morsel,$3.00 ,530,6/16/2019,west
periwinkle morsel,$1.25 ,516,6/16/2019,north
periwinkle morsel,$1.25 ,529,6/16/2019,south
periwinkle morsel,$1.25 ,533,6/16/2019,east
periwinkle morsel,$1.25 ,541,6/16/2019,west
vermilion morsel,$4.99 ,556,6/16/2019,north
vermilion morsel,$4.99 ,559,6/16/2019,south
vermilion morsel,$4.99 ,559,6/16/2019,east
vermilion morsel,$4.99 ,552,6/16/2019,west
lapis morsel,$1.99 ,539,6/16/2019,north
lapis morsel,$1.99 ,561,6/16/2019,south
lapis morsel,$1.99 ,553,6/16/2019,east
lapis morsel,$1.99 ,567,6/16/2019,west
pink morsel,$3.00 ,529,6/17/2019,north
pink morsel,$3.00 ,504,6/17/2019,south
pink morsel,$3.00 ,512,6/17/2019,east
pink morsel,$3.00 ,522,6/17/2019,west
gold morsel,$9.99 ,557,6/17/2019,north
gold morsel,$9.99 ,510,6/17/2019,south
gold morsel,$9.99 ,516,6/17/2019,east
gold morsel,$9.99 ,539,6/17/2019,west
magenta morsel,$2.50 ,545,6/17/2019,north
magenta morsel,$2.50 ,591,6/17/2019,south
magenta morsel,$2.50 ,577,6/17/2019,east
magenta morsel,$2.50 ,528,6/17/2019,west
chartreuse morsel,$3.00 ,587,6/17/2019,north
chartreuse morsel,$3.00 ,525,6/17/2019,south
chartreuse morsel,$3.00 ,541,6/17/2019,east
chartreuse morsel,$3.00 ,578,6/17/2019,west
periwinkle morsel,$1.25 ,564,6/17/2019,north
periwinkle morsel,$1.25 ,593,6/17/2019,south
periwinkle morsel,$1.25 ,586,6/17/2019,east
periwinkle morsel,$1.25 ,516,6/17/2019,west
vermilion morsel,$4.99 ,501,6/17/2019,north
vermilion morsel,$4.99 ,525,6/17/2019,south
vermilion morsel,$4.99 ,532,6/17/2019,east
vermilion morsel,$4.99 ,505,6/17/2019,west
lapis morsel,$1.99 ,586,6/17/2019,north
lapis morsel,$1.99 ,517,6/17/2019,south
lapis morsel,$1.99 ,590,6/17/2019,east
lapis morsel,$1.99 ,565,6/17/2019,west
pink morsel,$3.00 ,589,6/18/2019,north
pink morsel,$3.00 ,538,6/18/2019,south
pink morsel,$3.00 ,592,6/18/2019,east
pink morsel,$3.00 ,576,6/18/2019,west
gold morsel,$9.99 ,598,6/18/2019,north
gold morsel,$9.99 ,563,6/18/2019,south
gold morsel,$9.99 ,539,6/18/2019,east
gold morsel,$9.99 ,579,6/18/2019,west
magenta morsel,$2.50 ,510,6/18/2019,north
magenta morsel,$2.50 ,517,6/18/2019,south
magenta morsel,$2.50 ,505,6/18/2019,east
magenta morsel,$2.50 ,506,6/18/2019,west
chartreuse morsel,$3.00 ,576,6/18/2019,north
chartreuse morsel,$3.00 ,590,6/18/2019,south
chartreuse morsel,$3.00 ,593,6/18/2019,east
chartreuse morsel,$3.00 ,578,6/18/2019,west
periwinkle morsel,$1.25 ,587,6/18/2019,north
periwinkle morsel,$1.25 ,533,6/18/2019,south
periwinkle morsel,$1.25 ,505,6/18/2019,east
periwinkle morsel,$1.25 ,528,6/18/2019,west
vermilion morsel,$4.99 ,560,6/18/2019,north
vermilion morsel,$4.99 ,516,6/18/2019,south
vermilion morsel,$4.99 ,505,6/18/2019,east
vermilion morsel,$4.99 ,590,6/18/2019,west
lapis morsel,$1.99 ,526,6/18/2019,north
lapis morsel,$1.99 ,556,6/18/2019,south
lapis morsel,$1.99 ,593,6/18/2019,east
lapis morsel,$1.99 ,517,6/18/2019,west
pink morsel,$3.00 ,538,6/19/2019,north
pink morsel,$3.00 ,524,6/19/2019,south
pink morsel,$3.00 ,538,6/19/2019,east
pink morsel,$3.00 ,578,6/19/2019,west
gold morsel,$9.99 ,574,6/19/2019,north
gold morsel,$9.99 ,543,6/19/2019,south
gold morsel,$9.99 ,583,6/19/2019,east
gold morsel,$9.99 ,521,6/19/2019,west
magenta morsel,$2.50 ,592,6/19/2019,north
magenta morsel,$2.50 ,544,6/19/2019,south
magenta morsel,$2.50 ,514,6/19/2019,east
magenta morsel,$2.50 ,529,6/19/2019,west
chartreuse morsel,$3.00 ,569,6/19/2019,north
chartreuse morsel,$3.00 ,599,6/19/2019,south
chartreuse morsel,$3.00 ,550,6/19/2019,east
chartreuse morsel,$3.00 ,587,6/19/2019,west
periwinkle morsel,$1.25 ,539,6/19/2019,north
periwinkle morsel,$1.25 ,590,6/19/2019,south
periwinkle morsel,$1.25 ,516,6/19/2019,east
periwinkle morsel,$1.25 ,548,6/19/2019,west
vermilion morsel,$4.99 ,545,6/19/2019,north
vermilion morsel,$4.99 ,547,6/19/2019,south
vermilion morsel,$4.99 ,580,6/19/2019,east
vermilion morsel,$4.99 ,584,6/19/2019,west
lapis morsel,$1.99 ,556,6/19/2019,north
lapis morsel,$1.99 ,509,6/19/2019,south
lapis morsel,$1.99 ,529,6/19/2019,east
lapis morsel,$1.99 ,540,6/19/2019,west
pink morsel,$3.00 ,522,6/20/2019,north
pink morsel,$3.00 ,544,6/20/2019,south
pink morsel,$3.00 ,595,6/20/2019,east
pink morsel,$3.00 ,590,6/20/2019,west
gold morsel,$9.99 ,566,6/20/2019,north
gold morsel,$9.99 ,523,6/20/2019,south
gold morsel,$9.99 ,579,6/20/2019,east
gold morsel,$9.99 ,592,6/20/2019,west
magenta morsel,$2.50 ,594,6/20/2019,north
magenta morsel,$2.50 ,505,6/20/2019,south
magenta morsel,$2.50 ,510,6/20/2019,east
magenta morsel,$2.50 ,567,6/20/2019,west
chartreuse morsel,$3.00 ,551,6/20/2019,north
chartreuse morsel,$3.00 ,572,6/20/2019,south
chartreuse morsel,$3.00 ,571,6/20/2019,east
chartreuse morsel,$3.00 ,552,6/20/2019,west
periwinkle morsel,$1.25 ,537,6/20/2019,north
periwinkle morsel,$1.25 ,584,6/20/2019,south
periwinkle morsel,$1.25 ,503,6/20/2019,east
periwinkle morsel,$1.25 ,570,6/20/2019,west
vermilion morsel,$4.99 ,600,6/20/2019,north
vermilion morsel,$4.99 ,522,6/20/2019,south
vermilion morsel,$4.99 ,509,6/20/2019,east
vermilion morsel,$4.99 ,577,6/20/2019,west
lapis morsel,$1.99 ,552,6/20/2019,north
lapis morsel,$1.99 ,584,6/20/2019,south
lapis morsel,$1.99 ,598,6/20/2019,east
lapis morsel,$1.99 ,548,6/20/2019,west
pink morsel,$3.00 ,575,6/21/2019,north
pink morsel,$3.00 ,514,6/21/2019,south
pink morsel,$3.00 ,559,6/21/2019,east
pink morsel,$3.00 ,511,6/21/2019,west
gold morsel,$9.99 ,567,6/21/2019,north
gold morsel,$9.99 ,592,6/21/2019,south
gold morsel,$9.99 ,565,6/21/2019,east
gold morsel,$9.99 ,524,6/21/2019,west
magenta morsel,$2.50 ,556,6/21/2019,north
magenta morsel,$2.50 ,504,6/21/2019,south
magenta morsel,$2.50 ,557,6/21/2019,east
magenta morsel,$2.50 ,596,6/21/2019,west
chartreuse morsel,$3.00 ,543,6/21/2019,north
chartreuse morsel,$3.00 ,563,6/21/2019,south
chartreuse morsel,$3.00 ,580,6/21/2019,east
chartreuse morsel,$3.00 ,517,6/21/2019,west
periwinkle morsel,$1.25 ,536,6/21/2019,north
periwinkle morsel,$1.25 ,542,6/21/2019,south
periwinkle morsel,$1.25 ,555,6/21/2019,east
periwinkle morsel,$1.25 ,541,6/21/2019,west
vermilion morsel,$4.99 ,531,6/21/2019,north
vermilion morsel,$4.99 ,533,6/21/2019,south
vermilion morsel,$4.99 ,540,6/21/2019,east
vermilion morsel,$4.99 ,584,6/21/2019,west
lapis morsel,$1.99 ,595,6/21/2019,north
lapis morsel,$1.99 ,549,6/21/2019,south
lapis morsel,$1.99 ,566,6/21/2019,east
lapis morsel,$1.99 ,509,6/21/2019,west
pink morsel,$3.00 ,526,6/22/2019,north
pink morsel,$3.00 ,571,6/22/2019,south
pink morsel,$3.00 ,592,6/22/2019,east
pink morsel,$3.00 ,505,6/22/2019,west
gold morsel,$9.99 ,505,6/22/2019,north
gold morsel,$9.99 ,549,6/22/2019,south
gold morsel,$9.99 ,503,6/22/2019,east
gold morsel,$9.99 ,569,6/22/2019,west
magenta morsel,$2.50 ,524,6/22/2019,north
magenta morsel,$2.50 ,534,6/22/2019,south
magenta morsel,$2.50 ,563,6/22/2019,east
magenta morsel,$2.50 ,545,6/22/2019,west
chartreuse morsel,$3.00 ,514,6/22/2019,north
chartreuse morsel,$3.00 ,511,6/22/2019,south
chartreuse morsel,$3.00 ,529,6/22/2019,east
chartreuse morsel,$3.00 ,510,6/22/2019,west
periwinkle morsel,$1.25 ,574,6/22/2019,north
periwinkle morsel,$1.25 ,548,6/22/2019,south
periwinkle morsel,$1.25 ,503,6/22/2019,east
periwinkle morsel,$1.25 ,533,6/22/2019,west
vermilion morsel,$4.99 ,581,6/22/2019,north
vermilion morsel,$4.99 ,589,6/22/2019,south
vermilion morsel,$4.99 ,509,6/22/2019,east
vermilion morsel,$4.99 ,563,6/22/2019,west
lapis morsel,$1.99 ,502,6/22/2019,north
lapis morsel,$1.99 ,509,6/22/2019,south
lapis morsel,$1.99 ,535,6/22/2019,east
lapis morsel,$1.99 ,597,6/22/2019,west
pink morsel,$3.00 ,529,6/23/2019,north
pink morsel,$3.00 ,590,6/23/2019,south
pink morsel,$3.00 ,591,6/23/2019,east
pink morsel,$3.00 ,557,6/23/2019,west
gold morsel,$9.99 ,541,6/23/2019,north
gold morsel,$9.99 ,511,6/23/2019,south
gold morsel,$9.99 ,526,6/23/2019,east
gold morsel,$9.99 ,549,6/23/2019,west
magenta morsel,$2.50 ,543,6/23/2019,north
magenta morsel,$2.50 ,563,6/23/2019,south
magenta morsel,$2.50 ,555,6/23/2019,east
magenta morsel,$2.50 ,520,6/23/2019,west
chartreuse morsel,$3.00 ,556,6/23/2019,north
chartreuse morsel,$3.00 ,500,6/23/2019,south
chartreuse morsel,$3.00 ,548,6/23/2019,east
chartreuse morsel,$3.00 ,514,6/23/2019,west
periwinkle morsel,$1.25 ,569,6/23/2019,north
periwinkle morsel,$1.25 ,528,6/23/2019,south
periwinkle morsel,$1.25 ,600,6/23/2019,east
periwinkle morsel,$1.25 ,565,6/23/2019,west
vermilion morsel,$4.99 ,583,6/23/2019,north
vermilion morsel,$4.99 ,556,6/23/2019,south
vermilion morsel,$4.99 ,547,6/23/2019,east
vermilion morsel,$4.99 ,513,6/23/2019,west
lapis morsel,$1.99 ,523,6/23/2019,north
lapis morsel,$1.99 ,501,6/23/2019,south
lapis morsel,$1.99 ,527,6/23/2019,east
lapis morsel,$1.99 ,522,6/23/2019,west
pink morsel,$3.00 ,568,6/24/2019,north
pink morsel,$3.00 ,515,6/24/2019,south
pink morsel,$3.00 ,557,6/24/2019,east
pink morsel,$3.00 ,600,6/24/2019,west
gold morsel,$9.99 ,583,6/24/2019,north
gold morsel,$9.99 ,534,6/24/2019,south
gold morsel,$9.99 ,519,6/24/2019,east
gold morsel,$9.99 ,506,6/24/2019,west
magenta morsel,$2.50 ,591,6/24/2019,north
magenta morsel,$2.50 ,572,6/24/2019,south
magenta morsel,$2.50 ,527,6/24/2019,east
magenta morsel,$2.50 ,576,6/24/2019,west
chartreuse morsel,$3.00 ,526,6/24/2019,north
chartreuse morsel,$3.00 ,529,6/24/2019,south
chartreuse morsel,$3.00 ,576,6/24/2019,east
chartreuse morsel,$3.00 ,599,6/24/2019,west
periwinkle morsel,$1.25 ,586,6/24/2019,north
periwinkle morsel,$1.25 ,508,6/24/2019,south
periwinkle morsel,$1.25 ,538,6/24/2019,east
periwinkle morsel,$1.25 ,535,6/24/2019,west
vermilion morsel,$4.99 ,514,6/24/2019,north
vermilion morsel,$4.99 ,532,6/24/2019,south
vermilion morsel,$4.99 ,513,6/24/2019,east
vermilion morsel,$4.99 ,509,6/24/2019,west
lapis morsel,$1.99 ,520,6/24/2019,north
lapis morsel,$1.99 ,574,6/24/2019,south
lapis morsel,$1.99 ,534,6/24/2019,east
lapis morsel,$1.99 ,564,6/24/2019,west
pink morsel,$3.00 ,537,6/25/2019,north
pink morsel,$3.00 ,599,6/25/2019,south
pink morsel,$3.00 ,541,6/25/2019,east
pink morsel,$3.00 ,592,6/25/2019,west
gold morsel,$9.99 ,531,6/25/2019,north
gold morsel,$9.99 ,545,6/25/2019,south
gold morsel,$9.99 ,524,6/25/2019,east
gold morsel,$9.99 ,554,6/25/2019,west
magenta morsel,$2.50 ,542,6/25/2019,north
magenta morsel,$2.50 ,564,6/25/2019,south
magenta morsel,$2.50 ,587,6/25/2019,east
magenta morsel,$2.50 ,547,6/25/2019,west
chartreuse morsel,$3.00 ,508,6/25/2019,north
chartreuse morsel,$3.00 ,513,6/25/2019,south
chartreuse morsel,$3.00 ,505,6/25/2019,east
chartreuse morsel,$3.00 ,504,6/25/2019,west
periwinkle morsel,$1.25 ,533,6/25/2019,north
periwinkle morsel,$1.25 ,547,6/25/2019,south
periwinkle morsel,$1.25 ,600,6/25/2019,east
periwinkle morsel,$1.25 ,584,6/25/2019,west
vermilion morsel,$4.99 ,589,6/25/2019,north
vermilion morsel,$4.99 ,586,6/25/2019,south
vermilion morsel,$4.99 ,500,6/25/2019,east
vermilion morsel,$4.99 ,574,6/25/2019,west
lapis morsel,$1.99 ,526,6/25/2019,north
lapis morsel,$1.99 ,587,6/25/2019,south
lapis morsel,$1.99 ,511,6/25/2019,east
lapis morsel,$1.99 ,553,6/25/2019,west
pink morsel,$3.00 ,559,6/26/2019,north
pink morsel,$3.00 ,600,6/26/2019,south
pink morsel,$3.00 ,598,6/26/2019,east
pink morsel,$3.00 ,562,6/26/2019,west
gold morsel,$9.99 ,515,6/26/2019,north
gold morsel,$9.99 ,514,6/26/2019,south
gold morsel,$9.99 ,512,6/26/2019,east
gold morsel,$9.99 ,504,6/26/2019,west
magenta morsel,$2.50 ,572,6/26/2019,north
magenta morsel,$2.50 ,532,6/26/2019,south
magenta morsel,$2.50 ,531,6/26/2019,east
magenta morsel,$2.50 ,506,6/26/2019,west
chartreuse morsel,$3.00 ,538,6/26/2019,north
chartreuse morsel,$3.00 ,526,6/26/2019,south
chartreuse morsel,$3.00 ,572,6/26/2019,east
chartreuse morsel,$3.00 ,523,6/26/2019,west
periwinkle morsel,$1.25 ,524,6/26/2019,north
periwinkle morsel,$1.25 ,593,6/26/2019,south
periwinkle morsel,$1.25 ,585,6/26/2019,east
periwinkle morsel,$1.25 ,575,6/26/2019,west
vermilion morsel,$4.99 ,531,6/26/2019,north
vermilion morsel,$4.99 ,554,6/26/2019,south
vermilion morsel,$4.99 ,553,6/26/2019,east
vermilion morsel,$4.99 ,580,6/26/2019,west
lapis morsel,$1.99 ,596,6/26/2019,north
lapis morsel,$1.99 ,563,6/26/2019,south
lapis morsel,$1.99 ,580,6/26/2019,east
lapis morsel,$1.99 ,547,6/26/2019,west
pink morsel,$3.00 ,557,6/27/2019,north
pink morsel,$3.00 ,545,6/27/2019,south
pink morsel,$3.00 ,580,6/27/2019,east
pink morsel,$3.00 ,557,6/27/2019,west
gold morsel,$9.99 ,563,6/27/2019,north
gold morsel,$9.99 ,543,6/27/2019,south
gold morsel,$9.99 ,512,6/27/2019,east
gold morsel,$9.99 ,553,6/27/2019,west
magenta morsel,$2.50 ,541,6/27/2019,north
magenta morsel,$2.50 ,595,6/27/2019,south
magenta morsel,$2.50 ,537,6/27/2019,east
magenta morsel,$2.50 ,582,6/27/2019,west
chartreuse morsel,$3.00 ,505,6/27/2019,north
chartreuse morsel,$3.00 ,506,6/27/2019,south
chartreuse morsel,$3.00 ,526,6/27/2019,east
chartreuse morsel,$3.00 ,513,6/27/2019,west
periwinkle morsel,$1.25 ,569,6/27/2019,north
periwinkle morsel,$1.25 ,540,6/27/2019,south
periwinkle morsel,$1.25 ,586,6/27/2019,east
periwinkle morsel,$1.25 ,525,6/27/2019,west
vermilion morsel,$4.99 ,599,6/27/2019,north
vermilion morsel,$4.99 ,501,6/27/2019,south
vermilion morsel,$4.99 ,537,6/27/2019,east
vermilion morsel,$4.99 ,502,6/27/2019,west
lapis morsel,$1.99 ,553,6/27/2019,north
lapis morsel,$1.99 ,537,6/27/2019,south
lapis morsel,$1.99 ,579,6/27/2019,east
lapis morsel,$1.99 ,581,6/27/2019,west
pink morsel,$3.00 ,557,6/28/2019,north
pink morsel,$3.00 ,590,6/28/2019,south
pink morsel,$3.00 ,591,6/28/2019,east
pink morsel,$3.00 ,527,6/28/2019,west
gold morsel,$9.99 ,509,6/28/2019,north
gold morsel,$9.99 ,575,6/28/2019,south
gold morsel,$9.99 ,506,6/28/2019,east
gold morsel,$9.99 ,585,6/28/2019,west
magenta morsel,$2.50 ,552,6/28/2019,north
magenta morsel,$2.50 ,599,6/28/2019,south
magenta morsel,$2.50 ,581,6/28/2019,east
magenta morsel,$2.50 ,590,6/28/2019,west
chartreuse morsel,$3.00 ,533,6/28/2019,north
chartreuse morsel,$3.00 ,534,6/28/2019,south
chartreuse morsel,$3.00 ,556,6/28/2019,east
chartreuse morsel,$3.00 ,586,6/28/2019,west
periwinkle morsel,$1.25 ,527,6/28/2019,north
periwinkle morsel,$1.25 ,555,6/28/2019,south
periwinkle morsel,$1.25 ,545,6/28/2019,east
periwinkle morsel,$1.25 ,545,6/28/2019,west
vermilion morsel,$4.99 ,519,6/28/2019,north
vermilion morsel,$4.99 ,544,6/28/2019,south
vermilion morsel,$4.99 ,597,6/28/2019,east
vermilion morsel,$4.99 ,571,6/28/2019,west
lapis morsel,$1.99 ,587,6/28/2019,north
lapis morsel,$1.99 ,581,6/28/2019,south
lapis morsel,$1.99 ,534,6/28/2019,east
lapis morsel,$1.99 ,561,6/28/2019,west
pink morsel,$3.00 ,511,6/29/2019,north
pink morsel,$3.00 ,550,6/29/2019,south
pink morsel,$3.00 ,512,6/29/2019,east
pink morsel,$3.00 ,516,6/29/2019,west
gold morsel,$9.99 ,573,6/29/2019,north
gold morsel,$9.99 ,565,6/29/2019,south
gold morsel,$9.99 ,583,6/29/2019,east
gold morsel,$9.99 ,566,6/29/2019,west
magenta morsel,$2.50 ,538,6/29/2019,north
magenta morsel,$2.50 ,532,6/29/2019,south
magenta morsel,$2.50 ,591,6/29/2019,east
magenta morsel,$2.50 ,589,6/29/2019,west
chartreuse morsel,$3.00 ,582,6/29/2019,north
chartreuse morsel,$3.00 ,525,6/29/2019,south
chartreuse morsel,$3.00 ,528,6/29/2019,east
chartreuse morsel,$3.00 ,517,6/29/2019,west
periwinkle morsel,$1.25 ,590,6/29/2019,north
periwinkle morsel,$1.25 ,515,6/29/2019,south
periwinkle morsel,$1.25 ,537,6/29/2019,east
periwinkle morsel,$1.25 ,524,6/29/2019,west
vermilion morsel,$4.99 ,568,6/29/2019,north
vermilion morsel,$4.99 ,556,6/29/2019,south
vermilion morsel,$4.99 ,514,6/29/2019,east
vermilion morsel,$4.99 ,528,6/29/2019,west
lapis morsel,$1.99 ,524,6/29/2019,north
lapis morsel,$1.99 ,517,6/29/2019,south
lapis morsel,$1.99 ,593,6/29/2019,east
lapis morsel,$1.99 ,578,6/29/2019,west
pink morsel,$3.00 ,595,6/30/2019,north
pink morsel,$3.00 ,538,6/30/2019,south
pink morsel,$3.00 ,523,6/30/2019,east
pink morsel,$3.00 ,600,6/30/2019,west
gold morsel,$9.99 ,589,6/30/2019,north
gold morsel,$9.99 ,540,6/30/2019,south
gold morsel,$9.99 ,518,6/30/2019,east
gold morsel,$9.99 ,578,6/30/2019,west
magenta morsel,$2.50 ,599,6/30/2019,north
magenta morsel,$2.50 ,515,6/30/2019,south
magenta morsel,$2.50 ,597,6/30/2019,east
magenta morsel,$2.50 ,535,6/30/2019,west
chartreuse morsel,$3.00 ,502,6/30/2019,north
chartreuse morsel,$3.00 ,577,6/30/2019,south
chartreuse morsel,$3.00 ,555,6/30/2019,east
chartreuse morsel,$3.00 ,510,6/30/2019,west
periwinkle morsel,$1.25 ,599,6/30/2019,north
